Carga_kN,Desplazamiento_incremental_mm
135.45000000000002,-2.231523290510836
270.90000000000003,-4.463046558607914
406.34999999999997,-6.694569826704935
541.8000000000001,-8.9260930948019
677.25,-11.15761636289892
812.6999999999999,-13.389139630995942
948.15,-15.620662899092906
1083.6000000000001,-17.852186167189927
1219.05,-20.08370943528695
1354.5,-22.315232703383913
