Carga_kN,Desplazamiento_incremental_mm
241.92,-3.8785381782287516
483.84,-7.757076346615037
725.7599999999999,-11.635614515001322
967.68,-15.514152683387607
1209.6,-19.392690851773864
1451.5199999999998,-23.27122902016015
1693.4399999999998,-27.149767188546377
1935.36,-31.028305356932663
2177.2799999999997,-34.90684352531889
2419.2,-38.785381693705176
