Carga_kN,Desplazamiento_incremental_mm
241.92,-0.42148530374247883
483.84,-0.8429706073296508
725.7599999999999,-1.2644559109168192
967.68,-1.6859412145039876
1209.6,-2.1074265180911596
1451.5199999999998,-2.528911821678328
1693.4399999999998,-2.9503971252655
1935.36,-3.3718824288526648
2177.2799999999997,-3.7933677324398367
2419.2,-4.214853036027005
