Carga_kN,Desplazamiento_incremental_mm
135.45000000000002,-2.27887470213426
270.90000000000003,-4.557749386513592
406.34999999999997,-6.836624070892924
541.8000000000001,-9.115498755272256
677.25,-11.394373439651531
812.6999999999999,-13.673248124030863
948.15,-15.952122808410138
1083.6000000000001,-18.230997492789527
1219.05,-20.509872177168802
1354.5,-22.788746861548134
