X,Y,Z,Settlement_carga_mm
3.0,1.7142857142857109,-4.0,35.167017781565875
3.0,2.28571428571428,-4.0,35.078956300970816
3.0,2.8571428571428528,-4.0,34.96903581371134
3.0,3.428571428571426,-4.0,34.84507246536201
3.0,4.0,-3.5000000000000013,34.7171499056421
0.6,4.0,-3.0,34.95818153570556
1.2,4.0,-3.0,34.92234447065621
1.8,4.0,-3.0,34.870328227918634
2.4,4.0,-3.0,34.8022016572329
3.0,4.0,-2.3807483135263547,27.37227653886785
3.0,4.0,-1.7420566481728814,23.84225411537551
3.0,4.0,-1.1332919243378106,21.94367180643168
3.0,4.0,-0.5530519396190576,20.78842714942553
0.6,4.0,0.0,25.19812882899062
1.2,4.0,0.0,24.64880832590292
1.8,4.0,0.0,23.561183494795344
2.4,4.0,0.0,21.781460318153833
1.875,20.0,0.0,-0.32580959340765503
3.75,20.0,0.0,-0.2956158005890188
5.625,20.0,0.0,-0.2698974347063938
7.5,20.0,0.0,-0.2445920046754395
9.375,20.0,0.0,-0.2332232342235443
11.25,20.0,0.0,-0.25317657537252103
13.125,20.0,0.0,-0.2991656608569997
15.0,2.0,0.0,-0.863012903392729
15.0,4.0,0.0,-0.7650296595812449
15.0,6.0,0.0,-0.6118721902696223
15.0,8.0,0.0,-0.4387775960119029
15.0,10.0,0.0,-0.31000451936660056
15.0,12.0,0.0,-0.22194389956541727
15.0,14.0,0.0,-0.17444197818153384
15.0,16.0,0.0,-0.1755482878542125
15.0,18.0,0.0,-0.24856426818448085
3.0,0.5714285714285704,0.0,26.354069069920726
3.0,1.1428571428571417,0.0,26.126472222626788
3.0,1.7142857142857109,0.0,25.74881248456174
3.0,2.28571428571428,0.0,24.913827410433555
3.0,2.8571428571428528,0.0,23.682196561715756
3.0,3.428571428571426,0.0,22.064950261452566
1.875,20.0,-6.45,0.005487792698446015
3.75,20.0,-6.45,-0.002579215485454256
5.625,20.0,-6.45,-0.017953853417481014
7.5,20.0,-6.45,-0.03229229039857273
9.375,20.0,-6.45,-0.047654804107295945
11.25,20.0,-6.45,-0.07994890352409811
13.125,20.0,-6.45,-0.11969559195692625
15.0,20.0,-4.8375,-0.2919895184989514
15.0,20.0,-3.225,-0.3472362109054643
15.0,20.0,-1.6124999999999998,-0.363132118814093
15.0,2.0,-6.45,0.4067463056050826
15.0,4.0,-6.45,0.36077919524613833
15.0,6.0,-6.45,0.2842059454508643
15.0,8.0,-6.45,0.21264666960605894
15.0,10.0,-6.45,0.1400299252733106
15.0,12.0,-6.45,0.08173869100633624
15.0,14.0,-6.45,0.024416706680142397
15.0,16.0,-6.45,-0.016766563079556818
15.0,18.0,-6.45,-0.07300093080132797
3.0,0.5714285714285704,-3.0,35.29267902673479
3.0,1.1428571428571417,-3.0,35.24613148589394
3.0,1.7142857142857109,-3.0,35.17051481210146
3.0,2.28571428571428,-3.0,35.08220701007642
3.0,2.8571428571428528,-3.0,34.97535074019163
3.0,3.428571428571426,-3.0,34.854244422374165
0.0,0.0,-7.919893125471583,8.938582159413492
0.0,0.0,-7.170290652625463,11.967317295310252
0.0,20.0,-7.574999999999999,0.058186181935710124
0.0,1.0374680808083838,-8.7,5.988822858130952
0.0,2.0749361616167676,-8.7,5.717100679196307
0.0,3.1124042424251512,-8.7,5.289809310083321
0.0,4.149872323233535,-8.7,4.721976855606101
0.0,5.193268500196893,-8.7,4.039225434556805
0.0,6.502535609011718,-8.7,3.17327924012789
0.0,8.299232171334017,-8.7,2.1709185643462305
0.0,10.249360142778347,-8.7,1.34434890067471
0.0,12.199488114222678,-8.7,0.8397240594381046
0.0,14.14961608566701,-8.7,0.5155507045351158
0.0,16.09974405711134,-8.7,0.3226405808653041
0.0,18.04987202855567,-8.7,0.20578002008666374
15.0,0.0,-7.574999999999999,0.5336585009950454
15.0,20.0,-7.574999999999999,-0.11807097464256344
15.0,2.0,-8.7,0.6126506505398481
15.0,4.0,-8.7,0.5533621152578974
15.0,6.0,-8.7,0.46577555544998006
15.0,8.0,-8.7,0.3672344948443822
15.0,10.0,-8.7,0.2692887652206224
15.0,12.0,-8.7,0.1794309416128641
15.0,14.0,-8.7,0.11312314478507801
15.0,16.0,-8.7,0.05972744498116356
15.0,18.0,-8.7,0.015232662120311602
1.0358901591358476,0.0,-8.7,5.965626051572471
2.071780318271695,0.0,-8.7,5.584220994329463
3.1076704774075425,0.0,-8.7,5.050964681382119
4.147057409796714,0.0,-8.7,4.375728565052675
5.435502326361703,0.0,-8.7,3.4980092711963593
7.2113521869485115,0.0,-8.7,2.4416931201560317
9.158514140211384,0.0,-8.7,1.6099006818248824
11.105676093474255,0.0,-8.7,1.0895480173290863
13.05283804673713,0.0,-8.7,0.7944573292140831
1.875,20.0,-8.7,0.10966239743319761
3.75,20.0,-8.7,0.09609178978465138
5.625,20.0,-8.7,0.07723210292392935
7.5,20.0,-8.7,0.05943825548558834
9.375,20.0,-8.7,0.037796302638994916
11.25,20.0,-8.7,0.015296389058178761
13.125,20.0,-8.7,-0.008462909728010004
0.0,0.0,-18.217948809213944,0.5252722326419335
0.0,0.0,-16.435897618427887,1.1602522057798126
0.0,0.0,-14.653846427641831,1.9149602842879112
0.0,0.0,-12.871795236855775,2.8312283422012925
0.0,0.0,-11.120029382178284,3.981138320225625
0.0,0.0,-9.734158344825282,5.10670935734273
