X,Y,Z,Settlement_gravedad_mm,Settlement_carga_mm,Settlement_total_mm
0.0,1.0,0.0,22.97575914426681,0.756706871982125,23.732466016248935
0.0,5.0,0.0,22.731070689005804,0.4161697905482349,23.14724047955404
0.9,1.0,0.0,23.018363387446502,0.7098799650823544,23.728243352528857
4.5,5.0,0.0,22.38721870967096,0.3285917462141832,22.715810455885144
4.5,0.0,0.0,22.81325655914508,0.4618437820527461,23.275100341197827
0.9,0.0,0.0,22.973125079143276,0.7699419541104895,23.743067033253766
0.0,1.174616693441267,0.0,22.99503194528781,0.7404961417194151,23.735528087007225
0.0,1.3492333868825337,0.0,23.00912418463486,0.7246836874269142,23.733807872061774
0.0,1.5243981375018851,0.0,23.019340764617283,0.7082271034033063,23.72756786802059
0.0,1.7410182037644757,0.0,23.028086665891554,0.6873538256387093,23.715440491530263
0.0,2.0427589633377448,0.0,23.033853127666205,0.6565912448044209,23.690444372470626
0.0,2.4630685008149253,0.0,23.028464737091006,0.6133721545681254,23.641836891659132
0.0,3.0485945352164827,0.0,23.00814210653018,0.555041235797674,23.563183342327854
0.0,3.86407738686159,0.0,22.932754956772754,0.4873896373283806,23.420144594101135
0.18000000000000027,1.0,0.0,22.97872712601683,0.7543804552762445,23.733107581293076
0.3600000000000003,1.0,0.0,22.984966306363866,0.7482489206751026,23.73321522703897
0.5400000000000001,1.0,0.0,22.99089087073084,0.7395923964746167,23.730483267205457
0.72,1.0,0.0,23.00216600552549,0.7261168015503472,23.728282807075836
1.5,5.0,0.0,22.737654846251722,0.40392459998153285,23.141579446233255
3.0,5.0,0.0,22.64776414881598,0.37131404885843367,23.019078197674414
4.5,1.6666666666666667,0.0,22.818883813695116,0.4433350114239225,23.26221882511904
4.5,3.3333333333333335,0.0,22.681340764529473,0.388584046683107,23.06992481121258
1.0684915551951935,0.0,0.0,22.99334000215811,0.7548730649962359,23.748213067154346
1.236983110390387,0.0,0.0,23.009734019458346,0.7397188679949558,23.7494528874533
1.4055032503007283,0.0,0.0,23.022304570130363,0.7244374458263856,23.746742015956748
1.6061288475673468,0.0,0.0,23.033082775969575,0.7053175035388861,23.73840027950846
1.882360043730247,0.0,0.0,23.045843297753144,0.6785096958322931,23.724352993585438
2.2626887603906733,0.0,0.0,23.047866146482292,0.6397270340427887,23.68759318052508
2.7863439518163045,0.0,0.0,23.033260473175677,0.5893610304236852,23.622621503599362
3.507353224744012,0.0,0.0,22.976287634108694,0.5326074895571438,23.508895123665837
0.9,0.16666666666666635,0.0,22.97436269315877,0.7679438762861608,23.74230656944493
0.9,0.33333333333333304,0.0,22.977571001965536,0.7628385752993729,23.74040957726491
0.9,0.4999999999999998,0.0,22.98276837014332,0.7547044819968214,23.73747285214014
0.9,0.6666666666666665,0.0,22.9920307705623,0.7424913844358514,23.734522154998153
0.9,0.8333333333333331,0.0,23.0049693482772,0.7265587206204529,23.731528068897653
0.4713431967956101,2.811803571232952,0.0,23.014568092115358,0.5725347488942241,23.58710284100958
2.524516356103489,0.3914365145074314,0.0,23.035121754578615,0.6092447001535675,23.644366454732182
0.8065098806300537,1.1525108403306281,0.0,23.016643985663702,0.7091566511781586,23.72580063684186
1.0626135728814283,0.7375468082898764,0.0,23.01150161282515,0.7254337340411432,23.736935346866293
1.7430670884593176,0.21404443523237,0.0,23.040439421319622,0.6902073696454316,23.730646790965054
0.2387746363101314,1.8743831181767678,0.0,23.030290422344933,0.671449920845987,23.70174034319092
0.448790347030841,1.1551861792138285,0.0,23.002776515085092,0.7311972061440137,23.733973721229106
1.3240719598672614,0.14731228019147857,0.0,23.017309259281618,0.7306922892364547,23.748001548518072
0.1596337939140235,1.4191376339083135,0.0,23.014363774067448,0.7167102884181027,23.73107406248555
1.0414626267591087,0.4052135995355157,0.0,22.99589375440818,0.7479368019258459,23.743830556334025
3.2208206940408783,2.4309396291115455,0.0,22.929617324506857,0.47930989624465425,23.40892722075151
0.9853788949330641,1.1536467189882347,0.0,23.026567301517513,0.6985178399216991,23.725085141439212
3.3313889446822,1.3092396112362192,0.0,22.975845357934276,0.5180114541994456,23.49385681213372
2.5261140669684767,1.7664873558923921,0.0,23.014700358016476,0.5583794965955313,23.573079854612008
2.1389574314274897,2.6140982817416405,0.0,22.94778191049765,0.5284441943018692,23.47622610479952
1.4397248205869975,2.131012326268469,0.0,23.034857032228985,0.5983364239529543,23.63319345618194
1.6133384719159283,1.3776576136849923,0.0,23.037917216516604,0.6478614103861453,23.68577862690275
1.170578600882973,2.799552580415301,0.0,23.02210725026092,0.5538706152779334,23.575977865538853
1.8323352055973885,3.509843593812063,0.0,22.953368471205064,0.4820882643889739,23.435456735594038
0.27169254857126335,2.1528358790270214,0.0,23.031421551902707,0.6411550862577222,23.67257663816043
0.545688579624598,2.002682675717861,0.0,23.035008921300285,0.6513968222709963,23.68640574357128
0.8949577523568392,1.3070508577460747,0.0,23.025313906395553,0.6947670726833763,23.72008097907893
0.7153920620458568,1.3027915115747646,0.0,23.017604626521276,0.7058885693340642,23.72349319585534
0.4481384516289994,1.6645395255842768,0.0,23.029061181833715,0.6870504663263617,23.716111648160076
0.7810974895558775,1.7180635755857936,0.0,23.029044217378146,0.6686434241237222,23.69768764150187
1.0746284915474857,1.307311705671994,0.0,23.030484444795302,0.684508141776444,23.714992586571746
1.1639411944298976,1.157032898983511,0.0,23.029062574566435,0.6897735794135009,23.718836153979936
0.9464987234792439,2.1414462223209587,0.0,23.026678438282463,0.6245602790845162,23.65123871736698
