X,Y,Z,Settlement_gravedad_mm
0.0,1.0104806252506915,-6.915884521768202,374.1890889348637
0.0,0.86036303524129,-6.672084112911421,376.7943528304981
0.0,0.5310012781505714,-6.6925442551528675,376.65308181000546
0.0,0.7007360274126865,-6.430803834497432,379.30723145458245
0.0,0.9880059513315028,-6.415806321108715,379.39030791400654
0.0,0.8253357107149493,-6.176246396541224,381.819165909686
0.0,1.1044086813610554,-6.161159328521094,381.87856786467455
0.0,0.9473329827009884,-5.927345851354811,384.18591205906046
0.0,0.6794446865399317,-5.941027032166701,384.1237411341315
0.0,0.794791519228587,-5.711761934732056,386.2506560084848
0.0,1.0655065735861162,-5.678159082925092,386.46710776129396
0.0,2.0481970619746486,-5.375888990551704,388.7260903468264
0.0,0.5380638688397557,-5.722914701060864,386.20029996954713
0.0,0.6515837579116538,-5.481000686170789,388.38776722510414
0.0,3.5599382746345065,-12.94599169343285,280.14515276160853
0.0,1.4423576676267162,-5.353129046578989,389.26222113441975
0.0,1.5290687107160252,-5.59543356325849,387.0379460850553
0.0,0.7918829680416225,-11.465912317392089,308.6602480444523
0.0,1.791526607207791,-10.709031593952094,321.94326098243937
0.0,2.5619085004902384,-10.031606143112008,332.71516632738417
0.0,3.615003058208935,-9.497925369040965,340.19765735982696
0.0,1.0632087913083264,-7.430473981217432,368.46114150122446
0.0,1.2247412241585593,-5.905233648103806,384.3002764314272
0.0,0.5104246248637027,-6.174771902431969,381.9020182263769
0.0,0.24286275265276835,-6.031049271081411,383.32475305817593
0.0,0.28978593745330344,-7.7173595642452195,365.23924714321424
0.0,0.24591654521784168,-6.843407955002343,375.0877836683383
0.0,1.3766842827610357,-7.400467820483939,368.70313186523606
0.0,0.23849057123398112,-6.566968400115087,377.98313561354837
0.0,1.1352986603280417,-5.3733887247236165,389.20588682690214
0.0,3.50466833180113,-6.34092364428828,378.495723141769
0.0,1.1352658258986155,-6.655346873251549,376.8905675374603
0.0,1.3062058244706027,-5.599978599089033,387.0972341740375
0.0,2.5,-16.126546862596868,208.08212966273229
0.0,2.1611942645613933,-12.106668352073925,296.9494845613936
0.0,1.5976697625072818,-6.33530758939845,379.9587686124372
0.0,0.20742986565188776,-5.488035768138584,388.3872697163711
0.0,2.111549852339897,-8.343480382492347,357.0320234087521
0.0,0.23523200452269188,-8.31933350120246,357.7911816591696
0.0,0.5334142758130517,-7.9722270999530025,362.1520578769567
0.0,3.1160703206313447,-6.946877967158587,372.6891303414208
0.0,0.448695372347736,-6.425258656389316,379.40910632183284
0.0,0.4627094056238506,-7.011696933942719,373.27021747901716
0.0,0.22548348392576462,-7.4116808006290125,368.8278091518908
0.0,4.168895498877748,-5.95989120330761,381.6137263533367
0.0,1.2694589466788861,-6.885171028224841,374.4116257874845
0.0,1.5971132558816161,-6.902565661528371,374.107530589364
0.0,1.4471961011392638,-6.634864123963927,376.97865905755276
0.0,0.4459887884518738,-5.922428255186238,384.3430838346612
0.0,0.27957244858182195,-8.621461409906383,353.78365776582075
0.0,1.3382671054031867,-6.1849615139662895,381.5520326522253
0.0,1.4471498161423695,-5.8088377951725185,385.1060874082985
0.0,1.721805778146721,-5.792925470455842,385.1266263886878
0.0,2.5232127559923208,-7.614964225945982,365.7287008229537
0.0,1.9455568229393683,-7.7960031168141715,363.86450882094994
0.0,1.719969687944785,-8.181940394736158,359.272998903825
0.0,1.2378448565417584,-8.175503647233853,359.5061989198486
0.0,1.6249253700701023,-8.418712675067251,356.2948789804187
0.0,2.3158455334421313,-13.48303993315296,268.83993617527676
0.0,1.1374456317931254,-7.191934768367,371.14259015975057
0.0,0.647292488438909,-5.260343438470002,390.33823748107517
0.0,1.6204898050213057,-7.63261559297959,365.92619832828353
0.0,2.997848797844537,-8.476571323090418,354.92883638028684
0.0,0.1887343405830951,-5.287751691829788,390.1708780293058
0.0,0.41323691964528453,-5.543598407806449,387.86105167739163
0.0,1.1076679513253536,-9.923138785457688,334.9150910482519
0.0,0.9031021337538561,-5.508745722306612,388.07104799134726
0.0,3.8051778862052843,-16.274175302561293,206.0064530588686
0.0,1.1545203142496065,-16.249722460276658,204.38546458585085
0.0,1.8932963825235571,-6.893998188677774,374.0423402350565
0.0,2.034546882319587,-5.700913043536001,385.7860362269906
0.0,3.8222203479111085,-8.36665670422509,355.64606447123043
0.0,0.4439621164967427,-8.198583303550206,359.3138860996311
0.0,3.970777405870958,-7.209263644182268,369.18691912901176
0.0,1.1406583795773524,-8.437862340380068,356.16833900914384
0.0,1.485859131428062,-8.188374862080606,359.2560021153291
0.0,0.4057771700986518,-7.2541210499472815,370.59567120180884
4.5,2.5,-6.748907202885293,373.0521418472022
4.5,2.5,-15.851092797114703,219.36171027333145
4.5,1.534102143846719,-13.071428571428573,277.817281067056
4.5,3.4658978561532803,-9.528571428571428,336.68102091376005
4.5,3.4658978561532807,-13.071428571428571,277.13983992863564
4.5,1.5341021438467197,-9.528571428571427,338.3228576184431
4.5,1.5341021438467213,-11.3,310.3006575853677
4.5,3.4658978561532816,-11.3,308.69931937615644
4.5,1.3420827344106994,-14.784883905342195,241.64036845592796
4.5,1.3420827344106983,-7.815116094657805,361.5266844059314
4.5,3.657917265589301,-14.784883905342195,243.30731344856602
4.5,3.657917265589301,-7.815116094657805,359.77923162584295
4.5,1.2006482696003518,-6.331306295642925,377.8751828082842
4.5,3.799351730399649,-16.26869370435707,210.84374158191548
4.5,3.799351730399648,-6.3313062956429285,376.4432051375207
4.5,1.2006482696003518,-16.26869370435707,208.70500003599204
4.5,2.4999999999999996,-10.414285714285715,323.936715407233
4.5,2.499999999999999,-12.185714285714287,294.24035117707615
4.5,2.5,-13.949842161302442,259.90857232096465
4.5,2.4999999999999996,-8.646659292270066,350.07605344213636
0.2466816830535976,0.0,-7.1322415184909325,371.9579612407597
0.25907510933023925,0.0,-8.014279134197707,361.6476076817658
1.5908332206023836,0.0,-5.3726825165196,388.9775030003202
0.3386394291117748,0.0,-8.918419717992077,349.73995499319204
0.2416776092742527,0.0,-6.283099183863314,380.858386054489
2.4310721335981884,0.0,-5.509957666045635,387.2247507091066
0.8358113281687004,0.0,-5.316759317438784,389.78845322021164
0.22815252241512693,0.0,-5.7514836086038805,385.97580341041146
0.7256370441539293,0.0,-10.551497239281183,324.6733026377891
2.997974658489461,0.0,-7.715470052084138,364.1951231384455
1.1815966410684002,0.0,-12.765980122770522,282.9822373967164
0.36730629303351486,0.0,-5.3120643871579425,389.9332984062288
3.010171519748053,0.0,-14.859864349896213,237.72354929101354
2.9889452916543857,0.0,-11.295012188927318,311.44790657754925
3.18219139233017,0.0,-9.879461754222667,334.70434252991134
2.851077942571664,0.0,-13.07419653560957,276.71907745314627
3.365102495719907,0.0,-6.468271021943341,377.71645396993506
2.151025486634305,0.0,-6.913371348625407,373.7099646622071
1.8909133371476181,0.0,-7.9630192868089615,361.90612812800725
1.241623475604938,0.0,-7.300897557456821,369.87395296918993
1.9640046075134299,0.0,-5.414211906190619,388.38960427866425
1.736605220182673,0.0,-5.670761382846354,386.2018935312462
1.395386506016352,0.0,-5.643308077883745,386.6384346574524
1.510425047365787,0.0,-5.942396668587341,383.7884256695625
1.2052293981288054,0.0,-5.866267463078691,384.65730107791234
1.2710610464443037,0.0,-6.148156381815397,381.93097023087375
1.0025732142447068,0.0,-6.0604558319899375,382.89038111485695
1.0553243552790612,0.0,-6.333868619101951,380.1795430631221
0.7761544612839871,0.0,-6.245466780151762,381.14557851260315
0.8253386955503859,0.0,-6.521814187519018,378.35620853393016
1.1073732364067994,0.0,-6.611856098293416,377.343181837553
0.892953526195764,0.0,-6.798993510318386,375.44141166161893
0.6136199838873112,0.0,-6.721483308399584,376.3450836562584
0.7355142503255709,0.0,-5.974175299059311,383.79234491250617
0.6867390390457626,0.0,-6.9876331811524,373.489448144996
1.1230892755494768,0.0,-5.598493165165342,387.1707470701507
1.1281383936568428,0.0,-6.852272428349362,374.81627050758203
1.8747683942671323,0.0,-6.093426737914022,382.1256587778089
0.4909805899589979,0.0,-6.139478073864087,382.2499286241729
0.8186019642224243,0.0,-9.740562679999211,337.6771381955783
1.5038535133226851,0.0,-10.124283240431469,331.6441891938458
1.506398349345871,0.0,-9.183579848185817,345.83369548352755
1.551282221742946,0.0,-11.058067610690745,315.7520200292856
1.3101837651297588,0.0,-5.350218949605656,389.3109806803996
3.0828574706499703,0.0,-5.64924033229552,385.4483479118276
1.4615710780164983,0.0,-14.290678719716688,250.45575309782365
0.4770884894655729,0.0,-5.871813792530068,384.8108621600308
0.7048612453055689,0.0,-5.710087650669983,386.2834855974784
0.23964986851899173,0.0,-6.014005095622618,383.4965238467911
0.48621518652519785,0.0,-6.439719452434096,379.26363400007153
0.3306685149090019,0.0,-6.694505537039916,376.6608121310457
0.2574465909125485,0.0,-7.7141022239684744,365.2714208528569
0.5203729781075188,0.0,-7.8601476671139885,363.51451617961214
0.5242382522636626,0.0,-8.16566048168631,359.72681879472196
0.5147029597007231,0.0,-7.557622630996137,367.1033943132616
0.7797721110383287,0.0,-7.702763675314589,365.34811189341514
0.7692287249985862,0.0,-7.427004516212005,368.5720411547981
1.0373664276034273,0.0,-7.545579687677462,367.1277532520317
