Carga_kN,Desplazamiento_incremental_mm
135.45000000000002,-2.0864814361989943
270.90000000000003,-4.172962844692734
406.34999999999997,-6.259444253186473
541.8000000000001,-8.345925661680212
677.25,-10.432407070174008
812.6999999999999,-12.51888847866769
948.15,-14.60536988716143
1083.6000000000001,-16.69185129565517
1219.05,-18.77833270414891
1354.5,-20.864814112642648
