Carga_kN,Desplazamiento_incremental_mm
628.8000000000001,-2.454977300151519
1257.6000000000001,-4.909954600108385
1886.3999999999999,-7.364931900065251
2515.2000000000003,-9.819909200022124
3144.0,-12.27488649997899
3772.7999999999997,-14.729863799935863
4401.599999999999,-17.18484109989273
5030.400000000001,-19.639818399849602
5659.2,-22.09479569980647
6288.0,-24.549772999763334
