Carga_kN,Desplazamiento_incremental_mm
135.45000000000002,-2.1127162138256494
270.90000000000003,-4.225432406315974
406.34999999999997,-6.338148598806242
541.8000000000001,-8.45086479129651
677.25,-10.563580983786778
812.6999999999999,-12.676297176277103
948.15,-14.789013368767371
1083.6000000000001,-16.901729561257696
1219.05,-19.014445753747964
1354.5,-21.12716194623829
