Carga_kN,Desplazamiento_incremental_mm
135.45000000000002,-2.1843451331106962
270.90000000000003,-4.368690227240563
406.34999999999997,-6.55303532137043
541.8000000000001,-8.737380415500297
677.25,-10.921725509630107
812.6999999999999,-13.106070603759974
948.15,-15.290415697889841
1083.6000000000001,-17.47476079201971
1219.05,-19.659105886149575
1354.5,-21.843450980279442
