Carga_kN,Desplazamiento_incremental_mm
628.8000000000001,-5.071244801595341
1257.6000000000001,-10.142489592950582
1886.3999999999999,-15.213734384305823
2515.2000000000003,-20.284979175661093
3144.0,-25.356223967016334
3772.7999999999997,-30.427468758371575
4401.599999999999,-35.498713549726844
5030.400000000001,-40.569958341082085
5659.2,-45.641203132437354
6288.0,-50.712447923792595
