Carga_kN,Desplazamiento_incremental_mm
41.400000000000006,-0.1202315108081109
82.80000000000001,-0.24046302155465682
124.19999999999999,-0.3606945323011992
165.60000000000002,-0.4809260430477451
207.0,-0.6011575537942875
248.39999999999998,-0.721389064540837
289.79999999999995,-0.8416205752873758
331.20000000000005,-0.9618520860339181
372.6,-1.082083596780464
414.0,-1.20231510752701
