Carga_kN,Desplazamiento_incremental_mm
628.8000000000001,-1.436286652046455
1257.6000000000001,-2.8725733032201006
1886.3999999999999,-4.308859954393746
2515.2000000000003,-5.745146605567392
3144.0,-7.181433256741045
3772.7999999999997,-8.61771990791469
4401.599999999999,-10.054006559088336
5030.400000000001,-11.490293210261981
5659.2,-12.92657986143562
6288.0,-14.362866512609273
