Carga_kN,Desplazamiento_incremental_mm
241.92,-0.6699087136269668
483.84,-1.339817427114884
725.7599999999999,-2.009726140602794
967.68,-2.679634854090711
1209.6,-3.349543567578621
1451.5199999999998,-4.019452281066531
1693.4399999999998,-4.689360994554448
1935.36,-5.359269708042358
2177.2799999999997,-6.0291784215302755
2419.2,-6.699087135018189
