Carga_kN,Desplazamiento_incremental_mm
241.92,-0.9927018095819946
483.84,-1.98540361888832
725.7599999999999,-2.978105428194649
967.68,-3.9708072375009813
1209.6,-4.963509046807307
1451.5199999999998,-5.956210856113639
1693.4399999999998,-6.948912665419957
1935.36,-7.94161447472629
2177.2799999999997,-8.934316284032615
2419.2,-9.92701809333894
